no,project_name,gg_address,province,district,lat,lon
159,Aspire Sathorn - Taksin (Timber Zone),"55 Ratchaphruek Rd, Bang Kho, Chom Thong, Bangkok 10150, Thailand",Bangkok,Thon Buri,13.71323613,100.463982
160,Aspire Sathorn - Thapra,"359 Ratchaphruek Rd, Bukkhalo, Thon Buri, Bangkok 10600, Thailand",Bangkok,Thon Buri,13.71550943,100.4801336
161,Aspire Srinakarin,"ซอยศรีนครินทร์ 49 (ซอยแก่นทอง) ถนนศรีนครินทร์, แขวงหนองบอน, Prawet, Bangkok 10250, Thailand",Bangkok,Prawet,13.69707863,100.6508185
162,Aspire Sukhumvit - Onnut,"On Nut Rd, แขวง สวนหลวง Suan Luang, Bangkok 10250, Thailand",Bangkok,Suan Luang,13.71222123,100.6147807
163,Aspire Sukhumvit - Rama 4,"4288 Rama IV Rd, Phra Khanong, Khlong Toei, Bangkok 10110, Thailand",Bangkok,Khlong Toei,13.71199673,100.5844484
164,Aspire Sukhumvit 48,"Soi Sukhumvit 48, Phra Khanong, Khlong Toei, Bangkok 10110, Thailand",Bangkok,Khlong Toei,13.71107863,100.5939192
165,Aspire Udon Thani,"Unnamed Road, Ban Lueam, Mueang Udon Thani District, Udon Thani 41000, Thailand",Udon Thani,Mueang Udon Thani,17.41366763,102.7762143
166,Aspire Wutthakat,"PF7C+HPP, Wutthakat 17 Alley, Talat Phlu, Thon Buri, Bangkok 10600, Thailand",Bangkok,Thon Buri,13.71395793,100.4718331
167,Astra Sky River,"Changklan Rd, Chang Khlan Sub-district, อำเภอ เมือง Chiang Mai 50100, Thailand",Chiang Mai,Mueang Chiang Mai,18.77252383,98.99866283
168,Astro Chaeng Wattana,"11120 ซอย แจ้งวัฒนะ-ปากเกร็ด 19 - ซอย แจ้งวัฒนะ-ปากเกร็ด 21 Khlong Kluea, Pak Kret District, Nonthaburi 11120, Thailand",Nonthaburi,Pak Kret,13.90386453,100.5305916
169,At First Sight,"Mueang Saraburi District, Saraburi 18000, Thailand",Saraburi,Mueang Saraburi,14.52458763,100.9311405
170,At The Tree Condominium,"88 65 Moo 2 Rawai, Mueang Phuket District, Phuket 83100, Thailand",Phuket,Mueang Phuket,7.774087332,98.31845023
171,Athenee Residence,"65 Witthayu Rd, Lumphini, Pathum Wan, Bangkok 10330, Thailand",Bangkok,Pathum Wan,13.74137843,100.5493219
172,Atlantis Condo Resort Pattaya,"495 หมู่ที่ 12 Jomtiensaineung Rd, Muang Pattaya, Bang Lamung District, Chon Buri 20150, Thailand",Chonburi,Bang Lamung,12.88729623,100.882708
173,Atmoz Bangna,"22 Bang Na-Trat Frontage Rd, Bang Na Tai, Bang Na, Bangkok 10260, Thailand",Bangkok,Bang Na,13.66412723,100.6502992
174,Atmoz Chaengwattana,"7, 128 Liap Khlong Prapa Rd, Tambon Khlong Klua, Pak Kret District, Nonthaburi 11120, Thailand",Nonthaburi,Pak Kret,13.89685803,100.5543915
175,Atmoz Flow Minburi,"94 Sihaburanukit Rd, Khwaeng Min Buri, Min Buri, Bangkok 10510, Thailand",Bangkok,Min Buri,13.81166553,100.7219015
176,Atmoz Ladprao 15,"RH7C+V8W, 15 Lat Phrao Rd, Chom Phon, Chatuchak, Bangkok 10900, Thailand",Bangkok,Chatuchak,13.81463087,100.5706116
177,Atmoz Ladprao 71,"7/10 ซอย ลาดพร้าว 71 Saphansong, Lat Phrao, Bangkok 10230, Thailand",Bangkok,Lat Phrao,13.81619103,100.6104023
178,Atmoz Ratchada - Huaikwang,"Saha Kan Pramun Alley, Wang Thonglang, Bangkok 10310, Thailand",Bangkok,Wang Thonglang,13.76920243,100.5965971
179,Atrium Phahol - Suthisarn,"12 ซอย อินทามระ 4 Samsen Nai, Phaya Thai, Bangkok 10400, Thailand",Bangkok,Phaya Thai,13.78778323,100.5527468
180,Atta\xa0Lakeside Resort Suite,"1/3 Moo 6 Thanarat Road Moo-Si Pak Chong District, Nakhon Ratchasima 30130, Thailand",Nakhon Ratchasima,Pak Chong,14.51489733,101.4337156
181,Attitude BU,"10, 58 หมู่ 5 Phahonyothin Road, Khlong Nueng, Khlong Luang District, Pathum Thani 12120, Thailand",Pathum Thani,Khlong Luang,14.03820963,100.6175182
182,Aue Pracha Condotown,"555 ซอย ประชาอุทิศ 17 Pracha Uthit Rd, Samsen Nok, Huai Khwang, Bangkok 10310, Thailand",Bangkok,Lat Phrao,13.77306783,100.5834223
183,August Charoenkrung 80,"41 Charoen Krung 80 Alley, Bang Kho Laem, Bangkok 10120, Thailand",Bangkok,Bang Kho Laem,13.69902903,100.4964308
184,Aurora Pratumnak,"Kasetsin 7 Alley, Pattaya City, Bang Lamung District, Chon Buri 20150, Thailand",Chonburi,Bang Lamung,12.91898653,100.861384
185,Autumn Hua Hin,"GX6F+C7W, Nong Kae, Hua Hin District, Prachuap Khiri Khan 77110, Thailand",Prachuap Khiri Khan,Hua Hin,12.51110793,99.97321443
186,Avatara jomtien,"Tree Town, Pattaya 9 Alley, Pattaya City, Bang Lamung District, Chang Wat Chon Buri 20150, Thailand",Chonburi,Bang Lamung,12.93098973,100.8852203
187,Avenue 61,"29 41 Sukhumvit 61, Khlong Tan Nuea, Watthana, Bangkok 10110, Thailand",Bangkok,Watthana,13.72483413,100.5826603
188,Avenue Residence,"205/49-50 Pattaya 15 Alley, Pattaya City, Bang Lamung District, Chon Buri 20150, Thailand",Chonburi,Bang Lamung,12.92766857,100.8806139
189,B - Loft Lite Sukhumvit 115,"Sukhumvit 115, Tambon Thepharak, Mueang Samut Prakan District, Chang Wat Samut Prakan 10270, Thailand",Samut Prakan,Mueang Samut Prakan,13.63752723,100.5952426
190,B - Loft Sukhumvit 107,"หมู่ที่ 9 496 Bangkok 10270, Thailand",Samut Prakan,Mueang Samut Prakan,13.65862363,100.6060597
191,B - Loft Sukhumvit 109,"109 Sukhumvit Road, Thepharak, Mueang Samut Prakan District, Samut Prakan 10270, Thailand",Samut Prakan,Mueang Samut Prakan,13.65068853,100.6055309
192,B - Loft Sukhumvit 115,"Sukhumvit 115, Tambon Thepharak, Mueang Samut Prakan District, Chang Wat Samut Prakan 10270, Thailand",Samut Prakan,Mueang Samut Prakan,13.63752837,100.5952413
193,B Campus,"117 Pracha Chuen Rd, Tambon Bang Khen, Mueang Nonthaburi District, Nonthaburi 11000, Thailand",Nonthaburi,Mueang Nonthaburi,13.85843893,100.5451189
194,B Condo,"Bang Na Trad39 Samut Prakan 10540, Thailand",Samut Prakan,Bang Phli,13.66369763,100.6603588
195,B Loft lite sukhumvit 107,"Samrong Nuea, Mueang Samut Prakan District, Samut Prakan 10270, Thailand",Samut Prakan,Mueang Samut Prakan,13.65758883,100.6064985
196,B Republic,"Wachiratham Sathit 34 Alley, Bang Chak, Phra Khanong, Bangkok 10260, Thailand",Bangkok,Phra Khanong,13.68433243,100.6245608
197,B-Live Tiwanon,"WGFG+XGP, Tambon Ban Mai, Pak Kret District, Nonthaburi 11120, Thailand",Nonthaburi,Pak Kret,13.92495153,100.5263405
198,B5 Kirin Rajapruk,"Bang Khanun, Bang Kruai District, Nonthaburi 11130泰國",Nonthaburi,Bang Kruai,13.81171013,100.452711
199,BANGKAE CITY,"47 Petchkasem Rd, Bang Khae Nuea, Bang Khae, Bangkok 10160, Thailand",Bangkok,Bang Khae,13.70840787,100.4117487
200,BEACHFRONT BLISS,"Sakhu, Thalang District, Phuket 83110, Thailand",Phuket,Thalang,8.082434432,98.28706933
201,BLU Diamond Cha Am - Hua Hin,"799 Petchkasem Rd, Cha-am, Cha-am District, Phetchaburi 76120, Thailand",Phetchaburi,Cha-am,12.75925573,99.96800703
202,BRIXTON Pet & Play Sukhumvit 107,"Bangkok 10270, Thailand",Samut Prakan,Mueang Samut Prakan,13.65692653,100.6022468
203,BROMPTON Pet Friendly Sukhumvit 107,"แบริ่ง 4, Samrong Nuea, Mueang Samut Prakan District, Samut Prakan 10270, Thailand",Samut Prakan,Mueang Samut Prakan,13.65655197,100.6021724
204,BTS Residence,"18/86 Vibhavadi Rangsit 3 Alley, Lane 11, Chom Phon, Chatuchak, Bangkok 10900, Thailand",Bangkok,Chatuchak,13.79578847,100.5581824
205,Baan Ananda,"52 Sukhumvit 61, Khlong Tan Nuea, Watthana, Bangkok 10110, Thailand",Bangkok,Watthana,13.72795553,100.5841277
206,Baan Aua Arthorn Hua Hin 3,"Petchkasem Rd, Tambon Nong Kae, Hua Hin District, Prachuap Khiri Khan 77110, Thailand",Prachuap Khiri Khan,Hua Hin,12.53724073,99.95881273
207,Baan Aua Arthorn Thatumnak,"Khlong Sam, Khlong Luang District, Pathum Thani 12120, Thailand",Nakhon Pathom,Nakhon Chai Si,14.02816917,100.663598
208,Baan Aue Arthorn Pracha Niwet,"RGVW+GM9, Thetsaban Rangrak Nuea Soi 10, Lat Yao, Chatuchak, Bangkok 10900, Thailand",Nonthaburi,Mueang Nonthaburi,13.84378477,100.5467449
209,Baan Bang Saray,"38/26 Bang Sare, Sattahip District, Chon Buri 20250, Thailand",Chonburi,Sattahip,12.76255757,100.8973088
210,Baan Bodin,"381 ลาดพร้าว 94, Phlabphla, Wang Thonglang, Bangkok 10310, Thailand",Bangkok,Wang Thonglang,13.77058993,100.6138934
211,Baan Chaan Talay,"747 ต.ชะอำ Cha-am District, Phetchaburi 76120, Thailand",Phetchaburi,Cha-am,12.75585103,99.96823233
212,Baan Chan,"ถนน สุขุมวิท 55 ซอย ทองหล่อ 20 สุขุมวิท แขวง คลองตันเหนือ เขต วัฒนา Bangkok 10110, Thailand",Bangkok,Watthana,13.73925223,100.5856941
213,Baan Chao Praya,"Baan Chaopraya, 208 Soi Somdet Chao Phraya 17, Khlong San, Bangkok 10600, Thailand",Bangkok,Khlong San,13.73272983,100.5094215
214,Baan Chaytalay Rayong,"ตะพง 239/24 หมู่บ้านคาซ่า ซีไซด์ เมือง Rayong 21000, Thailand",Rayong,Mueang Rayong,12.62086383,101.3736834
215,Baan Chom Dao Condominium,"Thailand, Krung Thep Maha Nakhon, Suan Luang, Bangkok, On Nut 21 Alley, 邮政编码: 10250",Bangkok,Suan Luang,13.71167183,100.6150743
216,Baan Eua Ar Thorn Chiang Mai (Nong Hoi),"75, 11 Mu Ban Inthranurak Alley, Tambon Hai Ya, Mueang Chiang Mai District, Chiang Mai 50100, Thailand",Chiang Mai,Mueang Chiang Mai,18.76880333,98.98748443
217,Baan Eua Ar Thorn Chiang Mai (Nong Hoi2),"101 หมู่, Soi Ban Ling Ha 9, Mueang Chiang Mai District, Chiang Mai 50200泰國",Chiang Mai,Mueang Chiang Mai,18.78732244,98.95652057
218,Baan Eua Ar Thorn Kha Jon Wit,"HJW4+4V3, Pak Nam, Mueang Samut Prakan District, Samut Prakan 10270, Thailand",Samut Prakan,Mueang Samut Prakan,13.59525203,100.6071685
219,Baan Eua Ar Thorn Nonthaburi (Bang Yai City),"Bang Khayaeng, 巴吞他尼府治縣巴吞他尼府 12000泰國",Nonthaburi,Bang Yai,13.96791394,100.5139282
220,Baan Eua Ar Thorn Nonthaburi (Wad Ku 2),"Mu Ban Sayan 2 Alley, Tambon Tha Sai, Mueang Nonthaburi District, Nonthaburi 11120, Thailand",Nonthaburi,Pak Kret,13.88356857,100.5341496
221,Baan Eua Ar Thorn Raminthra (Khu Bon),"VJ67+W59, Anusawari, Bang Khen, Bangkok 10220, Thailand",Bangkok,Bang Khen,13.86227573,100.612969
222,Baan Eua Ar Thorn Rom Klao,"Khlong Sam, Khlong Luang District, Pathum Thani 12120, Thailand",Bangkok,Lat Krabang,14.02816803,100.6635993
223,Baan Eua Ar Thorn Samut Prakan (Bang Bo),"Bang Sao Thong, 邦騷通縣沙沒巴干 10540泰國",Samut Prakan,Bang Bo,13.55641803,100.7690593
224,Baan Eua Ar Thorn Suvarnabhumi 2 (Bangna),"Maha Sawat, Phutthamonthon District, Nakhon Pathom 73170, Thailand",Samut Prakan,Bang Phli,13.80471897,100.2799297
225,Baan Hunsa Condominium,"PXQ8+32H, Cha-am, Cha-am District, Phetchaburi 76120泰國",Phetchaburi,Cha-am,12.73768803,99.96510253
226,Baan I-Talay,"93 Nar Baan Pier Koh Larn Pattaya, Pattaya City, CB, Thailand",Chonburi,Mueang Chonburi,12.92091093,100.7872326
227,Baan Imm Aim Hua Hin,"1/83 Nong Kae-Takiap, Nong Kae, Hua Hin District, Prachuap Khiri Khan 77110, Thailand",Prachuap Khiri Khan,Hua Hin,12.52879743,99.96806503
228,Baan Karnkanok 3,"หมู่บ้านกาญจน์กนก, 12 ถ. ซุปเปอร์ไฮเวย์ เชียงใหม่-ลำปาง Chai Sathan, Saraphi District, Chang Wat Chiang Mai 50140, Thailand",Chiang Mai,Mueang Chiang Mai,18.74722747,99.03409969
229,Baan Kasemsan 1,"Kasem San 1 Alley, Wang Mai, Pathum Wan, Bangkok 10330, Thailand",Bangkok,Pathum Wan,13.74863863,100.5295734
230,Baan Kiang Fah,"Petchkasem Rd, Tambon Nong Kae, Hua Hin District, Prachuap Khiri Khan 77110, Thailand",Prachuap Khiri Khan,Hua Hin,12.53724073,99.95881273
231,Baan Klang Krung Siam - Pathumwan,"468 Phetchaburi Rd, Thanon Phetchaburi, Ratchathewi, Bangkok 10400, Thailand",Bangkok,Ratchathewi,13.75203363,100.5328066
232,Baan Kluai Nam Thai,"3797/1 Rama IV Rd, Phra Khanong, Khlong Toei, Bangkok 10110, Thailand",Bangkok,Khlong Toei,13.71325443,100.5857908
233,Baan Koo Kiang Hua Hin,"GXR7+C5V, Petchkasem Rd, Nong Kae, Hua Hin District, Prachuap Khiri Khan 77110, Thailand",Prachuap Khiri Khan,Hua Hin,12.54111447,99.96290579
234,Baan Kun Koey Hua Hin,"5 15 Sra Song Rd Tambon Hua Hin, Hua Hin District, Prachuap Khiri Khan 77110, Thailand",Prachuap Khiri Khan,Hua Hin,12.56843637,99.95553039
235,Baan Lux - Sathon,"PH82+567, Soi Mek Sawat, Chong Nonsi, Yan Nawa, Bangkok 10120, Thailand",Bangkok,Yan Nawa,13.71539983,100.5505462
236,Baan Mai Khao Phuket,"8, Mai Khao, Thalang District, Phuket 83000, Thailand",Phuket,Thalang,8.153804732,98.29705513
237,Baan Mitra,"117/2-21 Phop Mit Alley, Khlong Tan Nuea, Watthana, Bangkok 10110, Thailand",Bangkok,Watthana,13.74394253,100.5716463
238,Baan Na Varang,"41 Phloen Chit Rd, Lumphini, Pathum Wan, Bangkok 10330, Thailand",Bangkok,Pathum Wan,13.74126683,100.5434466
239,Baan Navatara,"900 ซอย Soi Prasert Manutakit 33, Nuanchan, Bueng Kum, Bangkok 10230, Thailand",Bangkok,Bueng Kum,13.82537343,100.6295756
240,Baan Nonsee,"33 Chan Rd, Chong Nonsi, Yan Nawa, Bangkok 10120, Thailand",Bangkok,Sathon,13.70614473,100.5365525
241,Baan Nub Kluen,"1/83 Nong Kae-Takiap, Nong Kae, Hua Hin District, Prachuap Khiri Khan 77110, Thailand",Prachuap Khiri Khan,Hua Hin,12.46517997,99.97489489
242,Baan Nunthasiri,"Baan Nunthasiri Condominium, Soi Atthakan Prasit, Thung Maha Mek, Sathon, Bangkok 10120, Thailand",Bangkok,Sathon,13.72187013,100.5439495
243,Baan On Nut Sukhumvit 77,"82 , Phatthanakan Road , Suan Luang , 10250 Suan Luang , Bangkok, 10250, Thailand",Bangkok,Suan Luang,13.71993627,100.6163181
244,Baan Paholyothin Place,"ซอย พหลโยธิน 8 Samsen Nai, Phaya Thai, Bangkok 10400, Thailand",Bangkok,Phaya Thai,13.78302053,100.5468223
245,Baan Pathumwan,"158 Phaya Thai Rd, Thanon Phaya Thai, Ratchathewi, Bangkok 10400, Thailand",Bangkok,Ratchathewi,13.75498067,100.5323781
246,Baan Peang Ploen,"6/546 5th fl. B Building Nong Kae, Hua Hin District, Prachuap Khiri Khan 77110, Thailand",Prachuap Khiri Khan,Hua Hin,12.51467753,99.97584093
247,Baan Phayapirom Condominium,"314/1-254 , Ratchadaphisek Road , Chan Kasem , 10900 Chatuchak , Bangkok, 10900, Thailand",Bangkok,Chatuchak,13.82061817,100.588277
248,Baan Piya Sathorn,"PGFP+3XR, Khwaeng Thung Maha Mek, Khet Sathon, Bangkok 10120, Thailand",Bangkok,Sathon,13.72274403,100.537403
249,Baan Piyabutr,"59/12 Sukhumvit Road, Khlong Tan, Khlong Toei, Bangkok 10110泰國",Bangkok,Khlong Toei,13.72360663,100.5713163
250,Baan Plai Haad Pattaya,"Na Kluea 18, Pattaya City, Bang Lamung District, Chon Buri 20150, Thailand",Chonburi,Bang Lamung,12.96977433,100.8850556
251,Baan Ploenchit,"67 Soi Ruam Rudi 2, Lumphini, Pathum Wan, Bangkok 10330, Thailand",Bangkok,Pathum Wan,13.73698143,100.5505727
252,Baan Prachaniwet,"3 Thetsaban Nimit Nue Rd, Lat Yao, Chatuchak, Bangkok 10900, Thailand",Bangkok,Chatuchak,13.84089623,100.5486207
253,Baan Prida,"33 Soi Sukhumvit 8, Khwaeng Khlong Toei, Khlong Toei, Bangkok 10110, Thailand",Bangkok,Khlong Toei,13.73846653,100.5563362
254,Baan Prompong,"147 Soi Sukhumvit 39, Khlong Tan Nuea, Watthana, Bangkok 10110, Thailand",Bangkok,Watthana,13.74297863,100.5720936
255,Baan Prueksasiri Suanplu,"PGCQ+5CF, S Sathon Rd, Yan Nawa, Sathon, Bangkok 10120, Thailand",Bangkok,Sathon,13.72043037,100.5385574
256,Baan Rajprasong,"3 ซอย มหาดเล็กหลวง 3 กรุงเทพมหานคร Баія 10330, Thailand",Bangkok,Pathum Wan,13.73887487,100.5410153
257,Baan Ratchada,"125 56 Lat Phrao 64 Alley, Lane 6, Wang Thonglang, Bangkok 10310泰國",Bangkok,Wang Thonglang,13.78796603,100.5902902
258,Baan Ratchadamri,"185/4-36 Ratchadamri Rd, Lumphini, Pathum Wan, Bangkok 10330, Thailand",Bangkok,Pathum Wan,13.73515943,100.539106
259,Baan Ratchathawi Ville,"QG3M+FFG, Thanon Phaya Thai, Ratchathewi, Bangkok 10400, Thailand",Bangkok,Ratchathewi,13.75369263,100.5336926
260,Baan Rimpha,"XV2M+R8V, Pattaya City, Bang Lamung District, Chon Buri 20150, Thailand",Chonburi,Bang Lamung,12.95211843,100.8832893
261,Baan Ruanrom Bangna,"89 33 ซอย บางนา-ตราด Bang Na Nuea, Bang Na, Bangkok 10260, Thailand",Bangkok,Bang Na,13.67019303,100.6429457
262,Baan Ruenrom,"RXJW+QQR, Bang Kao, Cha-am District, Phetchaburi, Thailand",Phetchaburi,Cha-am,12.83198513,99.99688563
263,Baan Samsen,"79 Samsen Rd, Dusit, Dusit District, Bangkok 10300, Thailand",Bangkok,Dusit,13.79101633,100.5162448
264,Baan San Kraam,"แสนครามคอมโด Cha-am, Cha-am District, Phetchaburi 76120, Thailand",Phetchaburi,Cha-am,12.66321193,99.95673003
265,Baan San Ngam HuaHin,"JXX4+R57, บ้านแสนงาม หัวหิน Baan San Ngam Huahin, Phetkasem Road, Cha-am, Phetchaburi 76120, Thailand",Phetchaburi,Cha-am,12.64952363,99.95541573
266,Baan San Suk,"GXH9+CMG, Baan Sansuk Condo, Petchakasem Road, Hua Hin District, Prachuap Khiri Khan 77110, Thailand",Prachuap Khiri Khan,Hua Hin,12.52856733,99.96921293
267,Baan Sandao Hua Hin,"Opposite Hua Hin Market Village, Hua Hin, Prachuap Khiri Khan 77110, Thailand",Prachuap Khiri Khan,Hua Hin,12.55890043,99.96096033
268,Baan Sansiri,"PGRR+3R8, Bangkok, Pathum Wan, จังหวัด กรุงเทพมหานคร 10330, Thailand",Bangkok,Pathum Wan,13.74014873,100.5420722
269,Baan Saraan Sukhumvit 31,"194, ซอยสวัสดี ถนนสุขุมวิท 31, แขวงคลองตันเหนือ เขตวัฒนา กรุงเทพมหานคร, 10110 10110, Thailand",Bangkok,Watthana,13.74595393,100.5691153
270,Baan Sathorn,"57 Ngam Duphli Alley, Thung Maha Mek, Sathon, Bangkok 10120, Thailand",Bangkok,Sathon,13.72060027,100.5455574
271,Baan Sathorn Chaopraya,"931 1 Charoen Nakhon 15 A Alley, Khlong Ton Sai, Khlong San, Bangkok 10600, Thailand",Bangkok,Khlong San,13.71891783,100.509139
272,Baan Sindhorn,"89 Soi Langsuan, ลุมพินี Pathum Wan, Bangkok 10330, Thailand",Bangkok,Pathum Wan,13.73826277,100.5434483
273,Baan Siri 24,"39 Sukhumvit 24 Alley, Khlong Tan, Khlong Toei, Bangkok 10110, Thailand",Bangkok,Khlong Toei,13.72619163,100.5679407
274,Baan Siri 31,"บ้านเลขที่ 47 ถนน สุขุมวิท 31 Soi Sawatdi, Khlong Toei Nuea, Watthana, Bangkok 10110, Thailand",Bangkok,Watthana,13.73788173,100.5663366
275,Baan Siri Ruedee,"7 Soi Ruamrudee Community, Lumphini, Pathum Wan, Bangkok 10330, Thailand",Bangkok,Pathum Wan,13.74122883,100.5497257
276,Baan Siri Sathon Suanplu,"33/1-75 Nang Linchi 4 Alley, Thung Maha Mek, Sathon, Bangkok 10120, Thailand",Bangkok,Sathon,13.70873113,100.5382077
277,Baan Siri Sathorn,"3 Si Wiang, Silom, Bang Rak, Bangkok 10500, Thailand",Bangkok,Sathon,13.72062187,100.5211887
278,Baan Siri Silom,"3 Si Wiang, Silom, Bang Rak, Bangkok 10500, Thailand",Bangkok,Bang Rak,13.72062073,100.52119
279,Baan Siri Sukhumvit 10,"16 Sukhumvit 10 Alley, Khlong Toei, Bangkok 10110, Thailand",Bangkok,Khlong Toei,13.73698983,100.556762
280,Baan Siri Sukhumvit 13,"ซอย บ้านสิริสุขุมวิทซอย 13 Soi Pha Suk, Khlong Toei Nuea, Watthana, Bangkok 10110, Thailand",Bangkok,Watthana,13.74748823,100.5583734
281,Baan Siriyenakat,"39 Sukhumvit 24 Alley, Khlong Tan, Khlong Toei, Bangkok 10110, Thailand",Bangkok,Sathon,13.72619277,100.5679394
282,Baan Somprasong,"46 Na Chom Thian, Sattahip District, Chon Buri 20250, Thailand",Chonburi,Sattahip,12.81657657,100.9125466
283,Baan Somthavil,"1 Mahatlek Luang 3 Alley, Lumphini, Pathum Wan, Bangkok 10330, Thailand",Bangkok,Pathum Wan,13.73908773,100.540605
284,Baan Suan Bangkhen,"167 14 Itsaraphap 43 Alley, Ban Chang Lo, Bangkok Noi, Bangkok 10700, Thailand",Bangkok,Bang Khen,13.75398663,100.4763945
285,Baan Suan Chaengwattana,"Na Wong Pracha Patthana Rd, Si Kan, Don Mueang, Bangkok 10210, Thailand",Bangkok,Don Mueang,13.94076343,100.5663964
286,Baan Suan Greenery Hill,"300 Chang Phuak Tambon Chang Phueak, Mueang Chiang Mai District, Chiang Mai 50300, Thailand",Chiang Mai,Mueang Chiang Mai,18.82314843,98.96144563
287,Baan Suan La Salle,"Soi Lasalle, Bang Na Tai, Bang Na, Bangkok 10260, Thailand",Bangkok,Bang Na,13.65455223,100.6451215
288,Baan Suan Lalana,"444 Chaiyapruek Soi 1 Muang Pattaya, Bang Lamung District, Chon Buri 20150, Thailand",Chonburi,Bang Lamung,12.87627793,100.8930763
289,Baan Suan Lalana - Suan Luang,"444 Chaiyapruek Soi 1 Muang Pattaya, Bang Lamung District, Chon Buri 20150, Thailand",Bangkok,Prawet,12.87627793,100.8930763
290,Baan Suan Palm,"เลขที่ 27 Nakhon In Rd, Tambon Bang Khen, อำเภอ เมือง, Nonthaburi 11000, Thailand",Nonthaburi,Pak Kret,13.84021643,100.5096992
291,Baan Suan Sukhumvit,"อ่อนนุช 46 Bangkok 10250, Thailand",Bangkok,Suan Luang,13.70683593,100.632742
292,Baan Suan Thon,"346/62 Phahonyothin 30 Alley, Chan Kasem, Chatuchak, Bangkok 10900, Thailand",Bangkok,Thung Khru,13.82670197,100.5834442
293,Baan Suan Thon Ratchada,"346/62 Phahonyothin 30 Alley, Chan Kasem, Chatuchak, Bangkok 10900, Thailand",Bangkok,Chatuchak,13.82670083,100.5834455
294,Baan Suanpetch,"18 Soi Sukhumvit 39, Khlong Toei Nuea, Watthana, Bangkok 10110, Thailand",Bangkok,Watthana,13.73173943,100.5714887
